Information Technology, Systems Software Developers, 3, 8
Information Technology, Web Developers, 2, 5
Law + Public Safety + Corrections + Security, Animal Control Workers, 1, 1
Law + Public Safety + Corrections + Security, Bailiffs, 1, 1
Law + Public Safety + Corrections + Security, Correctional Officers, 1, 2
Law + Public Safety + Corrections + Security, Criminal Investigators, 3, 5
Law + Public Safety + Corrections + Security, Firefighters, 2, 0
Law + Public Safety + Corrections + Security, Paramedics, 2, 1
Law + Public Safety + Corrections + Security, Judges, 5, 8
Law + Public Safety + Corrections + Security, Lawyers,  5, 8
Law + Public Safety + Corrections + Security, Police Officers, 1, 4
Law + Public Safety + Corrections + Security, Security Guards, 1, 0
Manufacturing, Butchers and Meat Cutters, 0, 1
Manufacturing, Chemical Technicians, 2, 2
Manufacturing, Machine Operators, 1, 1
Manufacturing, Furniture Finishers, 1, 1
Manufacturing, Gas Plant Operators, 1, 4
Manufacturing, Locksmiths, 1, 2
Manufacturing, Jewelers, 1, 1
Manufacturing, Machinists, 1, 2
Manufacturing, Musical Instrument Repairers and Tuners, 1, 2
Manufacturing, Nuclear Technicians, 2, 5
Manufacturing, Power Plant Operators, 1, 5
Manufacturing, Slaughterers and Meat Packers, 0, 0
Manufacturing, Upholsterers, 1, 1
Marketing + Sales + Service, Cashiers, 0, 0
Marketing + Sales + Service, Advertising Sales Agents, 1, 3
Marketing + Sales + Service, Marketing Managers, 3, 8
Marketing + Sales + Service, Models, 0, 0
Marketing + Sales + Service, Real Estate Agents, 1, 2
Marketing + Sales + Service, Telemarketers, 0, 0
Marketing + Sales + Service, Retail Salesperson, 0, 0
Marketing + Sales + Service, Sales Managers, 3, 8
Science + Technology + Engineering + Mathematics, Astronomers, 5, 7
Science + Technology + Engineering + Mathematics, Biochemical Engineer, 3, 8
Science + Technology + Engineering + Mathematics, Anthropologists + Archeologists, 4, 3
Science + Technology + Engineering + Mathematics, Cartographer, 3, 4
Science + Technology + Engineering + Mathematics, Chemists, 3, 5
Science + Technology + Engineering + Mathematics, Economists, 4, 4
Science + Technology + Engineering + Mathematics, Chemical Engineer, 3, 6
Science + Technology + Engineering + Mathematics, Geneticists, 3, 4
Science + Technology + Engineering + Mathematics, Historian, 4, 2
Science + Technology + Engineering + Mathematics, Mathmatician, 4, 6
Science + Technology + Engineering + Mathematics, Microbiologist, 3, 3
Science + Technology + Engineering + Mathematics, Nuclear Engineer, 3, 7
Science + Technology + Engineering + Mathematics, Physicists, 5, 8
Science + Technology + Engineering + Mathematics, Political Scientists, 4, 8
Science + Technology + Engineering + Mathematics, Sociologists, 4, 5
Science + Technology + Engineering + Mathematics, Statisticians, 4, 6
Transportation + Distribution + Logistics, Airline Pilots, 3, 8
Transportation + Distribution + Logistics, Bicycle Repairers, 1, 0
Transportation + Distribution + Logistics, Bus and Truck Mechanics, 1, 2
Transportation + Distribution + Logistics, Mates of Water Vessels, 2, 4
Transportation + Distribution + Logistics, Dispatchers, 1, 2
Transportation + Distribution + Logistics, Flight Attendants, 1, 7
Transportation + Distribution + Logistics, School Bus Drivers, 1, 1
Transportation + Distribution + Logistics, Subway and Streetcar Operators, 1, 4
Transportation + Distribution + Logistics, Taxi Driver and Chauffers, 0, 0
Transportation + Distribution + Logistics, Transit and Intercity Bus Drivers, 1, 1
Transportation + Distribution + Logistics, Vehicle Cleaners, 0, 0
Transportation + Distribution + Logistics, Traffic Technicians, 1, 3
